AreaName,PostalStreetName,Location,UnitNumber,ComponentDescription,ColumnName,Network,Northing,Easting
CLONDALKIN-MONASTERY,n7 m50-Belgard Road bus lane,Joels,10,150W SOND Selc Dimmable,Raising/Lowering,UnderGround,230563.601,307723.277
CLONDALKIN-MONASTERY,n7 m50-Belgard Road bus lane,Garage,11,150W SOND Selc Dimmable,Raising/Lowering,UnderGround,230584.564,307767.793
CLONDALKIN-MONASTERY,n7 m50-Belgard Road bus lane,CAT,12,150W SOND Selc Dimmable,Raising/Lowering,UnderGround,230604.086,307809.719
CLONDALKIN-MONASTERY,n7 m50-Belgard Road bus lane,CAT,13,150W SOND Selc Dimmable,Raising/Lowering,UnderGround,230621.338,307848.223
CLONDALKIN-MONASTERY,n7 m50-Belgard Road bus lane,CAT,14,150W SOND Selc Dimmable,Raising/Lowering,UnderGround,230634.629,307877.859
CLONDALKIN-MONASTERY,n7 m50-Belgard Road bus lane,Slip lane,15,150W SOND Selc Dimmable,Raising/Lowering,UnderGround,230657.062,307929.378
CLONDALKIN-MONASTERY,n7 m50-Belgard Road bus lane,Slip lane,16,150W SOND Selc Dimmable,Raising/Lowering,UnderGround,230672.573,307964.277
CLONDALKIN-MONASTERY,n7 m50-Belgard Road bus lane,Slip lane,17,150W SOND Selc Dimmable,Raising/Lowering,UnderGround,230687.525,307998.895
CLONDALKIN-MONASTERY,n7 m50-Belgard Road bus lane,Slip lane,18,150W SOND Selc Dimmable,Raising/Lowering,UnderGround,230699.436,308024.531
TALLAGHT-KILTIPPER,Deerpark Lodge,Carpark,1,55W SOXE,Octagonal,UnderGround,225831.448,308539.979
TALLAGHT-KILTIPPER,Deerpark Lodge,Carpark,2,55W SOXE,Octagonal,UnderGround,225827.648,308565.681
TALLAGHT-KILTIPPER,Deerpark Lodge,Carpark,3,55W SOXE,Octagonal,UnderGround,225828.328,308599.268
TALLAGHT-KILNAMANAGH,Treepark Road,S/Centre,85,150W SOND Selc Dimmable,Octagonal,UnderGround,228880.532,309327.894
TALLAGHT-KILNAMANAGH,Treepark Road,S/Centre,86,150W SOND Selc Dimmable,Octagonal,UnderGround,228846.458,309337.429
TALLAGHT-KILNAMANAGH,Treepark Road,S/Centre,87,150W SOND Selc Dimmable,Octagonal,UnderGround,228807.623,309344.333
TALLAGHT-KILNAMANAGH,Treepark Road,Junction,88,150W SOND Selc Dimmable,Octagonal,UnderGround,228775.22,309349.818
LUCAN-ESKER,Ballyowen Lane,Walkway,44,,Raising/Lowering,UnderGround,234277.299,305104.294
LUCAN-ESKER,Ballyowen Lane,M-Road,11,55W SOXE,ESB Wood,UnderGround,235109.623,305680.243
LUCAN-ESKER,Ballyowen Lane,M-Road,13,55W SOXE,ESB Wood,UnderGround,235054.737,305624.195
LUCAN-ESKER,Ballyowen Lane,M-Road,15,55W SOXE,ESB Wood,UnderGround,234983.719,305590.418
LUCAN-ESKER,Ballyowen Lane,M-Road,12,55W SOXE,ESB Wood,UnderGround,235081.99,305647.233
PALMERSTON WEST,Lucan Road Palmerstown,M-Road,4,URBIS AMPERA 48 LED NEUT WHITE 700mA Dim 75%,ESB Steel 1,UnderGround,235009.592,308761.661
PALMERSTON WEST,Lucan Road Palmerstown,M-Road,5,URBIS AMPERA 48 LED NEUT WHITE 700mA Dim 75%,Tram Pole,UnderGround,235024.593,308760.35
PALMERSTON WEST,Lucan Road Palmerstown,Opposite,6,URBIS AMPERA 48 LED NEUT WHITE 700mA Dim 75%,Tram Pole,UnderGround,235048.776,308737.667
PALMERSTON WEST,Lucan Road Palmerstown,Opposite,7,URBIS AMPERA 48 LED NEUT WHITE 700mA Dim 75%,Tram Pole,UnderGround,235072.399,308714.794
PALMERSTON WEST,Lucan Road Palmerstown,M-Road,8,URBIS AMPERA 48 LED NEUT WHITE 700mA Dim 75%,ESB Steel 1,UnderGround,235098.462,308690.42
PALMERSTON WEST,Lucan Road Palmerstown,Front,9,URBIS AMPERA 48 LED NEUT WHITE 700mA Dim 75%,ESB Steel 1,UnderGround,235085.71,308677.297
PALMERSTON WEST,Lucan Road Palmerstown,Front,10,URBIS AMPERA 48 LED NEUT WHITE 700mA Dim 75%,Tram Pole,UnderGround,235126.965,308658.359
PALMERSTON WEST,Lucan Road Palmerstown,M-Road,11,URBIS AMPERA 48 LED NEUT WHITE 700mA Dim 75%,ESB Steel 1,UnderGround,235110.653,308647.669
PALMERSTON WEST,Lucan Road Palmerstown,Bank,12,URBIS AMPERA 48 LED NEUT WHITE 700mA Dim 75%,Tram Pole,UnderGround,235147.397,308630.422
PALMERSTON WEST,Lucan Road Palmerstown,Front,13,URBIS AMPERA 48 LED NEUT WHITE 700mA Dim 75%,ESB Steel 1,UnderGround,235132.206,308621.233
PALMERSTON WEST,Lucan Road Palmerstown,Millbrook,14,URBIS AMPERA 48 LED NEUT WHITE 700mA Dim 75%,Tram Pole,UnderGround,235167.65,308598.93
PALMERSTON WEST,Lucan Road Palmerstown,Front,15,URBIS AMPERA 48 LED NEUT WHITE 700mA Dim 75%,ESB Steel 1,UnderGround,235152.458,308593.676
PALMERSTON WEST,Lucan Road Palmerstown,Front,16,URBIS AMPERA 48 LED NEUT WHITE 700mA Dim 75%,Tram Pole,UnderGround,235185.832,308573.805
PALMERSTON WEST,Lucan Road Palmerstown,M-Road,17,URBIS AMPERA 48 LED NEUT WHITE 700mA Dim 75%,ESB Steel 1,UnderGround,235175.15,308561.433
PALMERSTON WEST,Lucan Road Palmerstown,Junction,18,URBIS AMPERA 48 LED NEUT WHITE 700mA Dim 75%,Tram Pole,UnderGround,235202.524,308549.621
CLONDALKIN-MOORFIELD,Collinstown Road,Main Road,37,150W SOND Selc Dimmable,Octagonal,UnderGround,233833.329,306955.957
RATHFARNHAM-HERMITAGE,Hermitage Drive,Pathway,9,55W SOX,Raising/Lowering,UnderGround,227676.816,315176.329
RATHFARNHAM-HERMITAGE,Hermitage Drive,Pathway,10,55W SOX,Raising/Lowering,UnderGround,227662.164,315141.867
RATHFARNHAM-HERMITAGE,Hermitage Drive,Pathway,11,55W SOX,Raising/Lowering,UnderGround,227650.503,315101.987
RATHFARNHAM-HERMITAGE,Hermitage Drive,Pathway,12,55W SOX,Raising/Lowering,UnderGround,227633.951,315056.942
RATHFARNHAM-HERMITAGE,Hermitage Drive,Pathway,13,55W SOX,Raising/Lowering,UnderGround,227624.45,315012.987
RATHFARNHAM-HERMITAGE,Hermitage Drive,Pathway,14,55W SOX,Raising/Lowering,UnderGround,227606.548,314975.82
RATHFARNHAM-HERMITAGE,Hermitage Drive,Pathway,15,55W SOX,Raising/Lowering,UnderGround,227590.266,314926.165
LUCAN-ESKER,Ballyowen View,Footpath,5,35W CDM-T,Raising/Lowering,UnderGround,235258.04,305435.176
LUCAN-ESKER,Ballyowen View,Footpath,6,35W CDM-T,Raising/Lowering,UnderGround,235242.278,305439.028
LUCAN-ESKER,Ballyowen Square,Front,1,55W SOXE,Octagonal,UnderGround,234395.563,305203.81
LUCAN-ESKER,Ballyowen Square,Front,2,55W SOXE,Octagonal,UnderGround,234364.059,305225.338
LUCAN-ESKER,Ballyowen Square,Front,3,55W SOXE,Octagonal,UnderGround,234374.49,305205.394
LUCAN-ESKER,Ballyowen Square,Entrance,4,55W SOXE,Octagonal,UnderGround,234409.384,305176.161
BALLYBODEN,Templeroan Lawn,Corner,1,55W SOXE,Octagonal,UnderGround,227199.402,312761.657
BALLYBODEN,Templeroan Lawn,T-Junction,2,55W SOX,Octagonal,UnderGround,227209.243,312797.48
BALLYBODEN,Templeroan Lawn,M-Road,3,55W SOX,Octagonal,UnderGround,227218.925,312832.222
BALLYBODEN,Templeroan Lawn,T-Junction,4,55W SOXE,Octagonal,UnderGround,227228.066,312865.298
BALLYBODEN,Templeroan Lawn,M-Road,5,55W SOXE,Octagonal,UnderGround,227237.827,312899.636
BALLYBODEN,Templeroan Lawn,T-Junction,6,55W SOX,Octagonal,UnderGround,227246.958,312931.763
BALLYBODEN,Templeroan Lawn,M-Road,7,55W SOX,Octagonal,UnderGround,227256.729,312964.212
BALLYBODEN,Templeroan Lawn,M-Road,8,55W SOX,Octagonal,UnderGround,227256.729,313000.117
TALLAGHT-KINGSWOOD,Parkhill Road,T-Junction,7,100W SOND Selc Dimmable,Octagonal,UnderGround,229205.228,308843.328
TALLAGHT-KINGSWOOD,Parkhill Road,M/Road,8,100W SOND Selc Dimmable,Octagonal,UnderGround,229201.748,308811.432
TALLAGHT-KINGSWOOD,Parkhill Road,M/Road,9,100W SOND Selc Dimmable,Octagonal,UnderGround,229197.587,308784.683
TALLAGHT-KINGSWOOD,Parkhill Road,M/Road,10,100W SOND Selc Dimmable,Octagonal,UnderGround,229190.947,308764.416
TALLAGHT-KINGSWOOD,Parkhill Road,M/Road,11,100W SOND Selc Dimmable,Octagonal,UnderGround,229178.815,308745.973
TALLAGHT-KINGSWOOD,Parkhill Road,M/Road,12,100W SOND Selc Dimmable,Octagonal,UnderGround,229159.883,308720.89
TALLAGHT-KINGSWOOD,Parkhill Road,T-Junction,13,100W SOND Selc Dimmable,Octagonal,UnderGround,229140.451,308695.633
TALLAGHT-KINGSWOOD,Parkhill Road,M/Road,14,100W SOND Selc Dimmable,Octagonal,UnderGround,229119.849,308669.89
TALLAGHT-KINGSWOOD,Parkhill Road,M/Road,15,100W SOND Selc Dimmable,Octagonal,UnderGround,229101.077,308645.797
TALLAGHT-KINGSWOOD,Parkhill Road,M/Road,16,100W SOND Selc Dimmable,Octagonal,UnderGround,229081.304,308622.875
TALLAGHT-KINGSWOOD,Parkhill Road,T-Junction,17,100W SOND Selc Dimmable,Octagonal,UnderGround,229057.222,308600.777
TALLAGHT-KINGSWOOD,Parkhill Road,Opp,18,100W SOND Selc Dimmable,Octagonal,UnderGround,229032.969,308581.344
TALLAGHT-KINGSWOOD,Parkhill Road,Opp,19,100W SOND Selc Dimmable,Octagonal,UnderGround,229010.206,308567.223
TALLAGHT-KINGSWOOD,Parkhill Road,Opp,20,100W SOND Selc Dimmable,Octagonal,UnderGround,228985.624,308564.559
TALLAGHT-KINGSWOOD,Parkhill Road,Opp,21,100W SOND Selc Dimmable,Octagonal,UnderGround,228964.361,308571.867
TALLAGHT-KINGSWOOD,Parkhill Road,Opp,22,100W SOND Selc Dimmable,Octagonal,UnderGround,228939.608,308591.638
TALLAGHT-KINGSWOOD,Parkhill Road,Laneway,,MBFU,Raising/Lowering,UnderGround,228967.181,308625.366
TALLAGHT-KINGSWOOD,Parkhill Road,Opp,23,100W SOND Selc Dimmable,Octagonal,UnderGround,228914.526,308613.241
TALLAGHT-KINGSWOOD,Parkhill Road,T-Junction,24,100W SOND Selc Dimmable,Octagonal,UnderGround,228891.933,308631.181
TALLAGHT-KINGSWOOD,Parkhill Road,M/Road,25,150W SOND Selc Dimmable,Octagonal,UnderGround,228867.02,308654.103
TALLAGHT-KINGSWOOD,Parkhill Road,M/Road,26,150W SOND Selc Dimmable,Octagonal,UnderGround,228851.898,308690.816
TALLAGHT-KINGSWOOD,Parkhill Road,M/Road,27,100W SOND Selc Dimmable,Octagonal,UnderGround,228854.229,308727.365
TALLAGHT-KINGSWOOD,Parkhill Road,T-Junction,28,100W SOND Selc Dimmable,Octagonal,UnderGround,228867.02,308757.603
TALLAGHT-KINGSWOOD,Parkhill Road,T-Junction,29,100W SOND Selc Dimmable,Octagonal,UnderGround,228870.501,308789.005
TALLAGHT-KINGSWOOD,Parkhill Road,T-Junction,30,100W SOND Selc Dimmable,Octagonal,UnderGround,228873.661,308819.235
TALLAGHT-KINGSWOOD,Parkhill Road,T-Junction,31,100W SOND Selc Dimmable,Octagonal,UnderGround,228857.049,308841.497
TALLAGHT-KINGSWOOD,Parkhill Road,S/O,32,100W SOND Selc Dimmable,Octagonal,UnderGround,228844.918,308863.76
TALLAGHT-KINGSWOOD,Parkhill Road,S/O,33,150W SOND Selc Dimmable,Octagonal,UnderGround,228820.835,308875.72
TALLAGHT-KINGSWOOD,Parkhill Road,S/O,34,150W SOND Selc Dimmable,Octagonal,UnderGround,228792.592,308888.348
TALLAGHT-KINGSWOOD,Tynan Hall Park,Front,,55W SOXE,Octagonal,UnderGround,229601.893,308362.771
TALLAGHT-KINGSWOOD,Tynan Hall Park,Opp,,55W SOXE,Octagonal,UnderGround,229620.265,308365.444
RATHCOOLE,Kilteel Road-Rathcoole,Opp,19,150W SON,Octagonal,UnderGround,226182.408,301359.312
RATHCOOLE,Kilteel Road-Rathcoole,Front,20,150W SON,Tubular Steel,UnderGround,226178.407,301330.566
RATHCOOLE,Kilteel Road-Rathcoole,T-Junction,21,150W SON,Octagonal,UnderGround,226146.284,301319.043
RATHCOOLE,Kilteel Road-Rathcoole,M-Road,22,150W SON,Octagonal,UnderGround,226135.683,301284.458
RATHCOOLE,Kilteel Road-Rathcoole,M-Road,23,90W SOX,ESB Wood,UnderGround,226071.225,301192.547
RATHCOOLE,Kilteel Road-Rathcoole,M-Road,24,90W SOX,ESB Wood,UnderGround,226027.39,301143.848
RATHCOOLE,Kilteel Road-Rathcoole,M-Road,25,90W SOX,ESB Wood,UnderGround,226021.42,301089.615
TEMPLEOGUE VILLAGE,Templeville Park,Laneway,4,55W SOXE,Raising/Lowering,UnderGround,228960.411,313259.239
RATHCOOLE,Stoney Lane,M-Road,9,100W SOND Selc Dimmable,Octagonal,UnderGround,226499.454,302240.475
RATHCOOLE,Stoney Lane,M-Road,10,150W SOND Selc Dimmable,Octagonal,UnderGround,226476.451,302258.646
RATHCOOLE,Stoney Lane,Roundabout,11,150W SOND Selc Dimmable,Octagonal,UnderGround,226469.27,302288.992
RATHCOOLE,Stoney Lane,Roundabout,12,150W SOND Selc Dimmable,Octagonal,UnderGround,226444.267,302301.331
RATHCOOLE,Stoney Lane,Roundabout,13,150W SOND Selc Dimmable,Octagonal,UnderGround,226430.487,302274.668
RATHCOOLE,Stoney Lane,Roundabout,14,150W SOND Selc Dimmable,Octagonal,UnderGround,226456.439,302277.493
RATHCOOLE,Stoney Lane,M-Road,15,150W SOND Selc Dimmable,Octagonal,UnderGround,226419.435,302281.997
RATHCOOLE,Stoney Lane,T-Junction,16,150W SON,Octagonal,UnderGround,226387.751,302276.99
RATHCOOLE,Stoney Lane,M-Road,17,150W SOND Selc Dimmable,Octagonal,UnderGround,226366.739,302266.985
RATHCOOLE,Stoney Lane,M-Road,18,150W SOND Selc Dimmable,Octagonal,UnderGround,226345.066,302246.644
RATHCOOLE,Stoney Lane,M-Road,19,150W SOND Selc Dimmable,Octagonal,UnderGround,226327.724,302224.638
RATHCOOLE,Stoney Lane,M-Road,20,150W SOND Selc Dimmable,Octagonal,UnderGround,226309.382,302199.629
RATHCOOLE,Stoney Lane,M-Road,21,150W SOND Selc Dimmable,Octagonal,UnderGround,226285.039,302172.954
RATHCOOLE,Stoney Lane,M-Road,22,150W SON,Octagonal,UnderGround,226255.366,302146.947
RATHCOOLE,Stoney Lane,M-Road,23,150W SOND Selc Dimmable,Octagonal,UnderGround,226227.353,302125.6
RATHCOOLE,Stoney Lane,M-Road,24,150W SOND Selc Dimmable,Octagonal,UnderGround,226204.01,302107.932
RATHCOOLE,Stoney Lane,M-Road,25,150W SOND Selc Dimmable,Octagonal,UnderGround,226180.998,302093.258
RATHCOOLE,Stoney Lane,M-Road,26,150W SOND Selc Dimmable,Octagonal,UnderGround,226152.655,302070.254
RATHCOOLE,Stoney Lane,M-Road,27,150W SOND Selc Dimmable,Octagonal,UnderGround,226122.981,302045.904
RATHCOOLE,Stoney Lane,M-Road,28,150W SOND Selc Dimmable,Octagonal,UnderGround,226092.298,302020.565
RATHCOOLE,Stoney Lane,M-Road,29,150W SOND Selc Dimmable,Octagonal,UnderGround,226069.285,302001.891
RATHCOOLE,Stoney Lane,M-Road,30,150W SOND Selc Dimmable,Octagonal,UnderGround,226040.952,301982.879
TALLAGHT-FETTERCAIRN,Kilmartin Crescent,Opp,,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Anti-Vandal,UnderGround,228037.857,306902.929
TALLAGHT-FETTERCAIRN,Kilmartin Avenue,Front,,URBIS SCHREDE AXIA 24 LED NEUT WHITE 350mA 3.56klm,Raising/Lowering,UnderGround,227891,306751.068
LUCAN-ESKER,Mount Bellew Crescent,Front,14,55W SOXE,Tubular Steel,UnderGround,234594.099,305045.48
LUCAN-ESKER,Mount Bellew Crescent,Front,15,55W SOXE,Tubular Steel,UnderGround,234597.747,305014.872
TALLAGHT-JOBSTOWN,Mac Uilliam Drive,Opp,1,55W SOXE,Octagonal,UnderGround,227278.671,305985.993
TALLAGHT-JOBSTOWN,Mac Uilliam Drive,Opp,2,55W SOXE,Octagonal,UnderGround,227279.871,306017.807
TALLAGHT-JOBSTOWN,Mac Uilliam Close,S/O,1,55W SOXE,Octagonal,UnderGround,227229.756,305970.684
TALLAGHT-JOBSTOWN,Mac Uilliam Close,Front,2,55W SOXE,Octagonal,UnderGround,227219.405,305996.196
TALLAGHT-JOBSTOWN,Mac Uilliam Close,Front,3,55W SOXE,Raising/Lowering,UnderGround,227207.093,305974.585
TALLAGHT-JOBSTOWN,Mac Uilliam Crescent,Opp,1,55W SOXE,Raising/Lowering,UnderGround,227237.707,305874.046
TALLAGHT-JOBSTOWN,Mac Uilliam Crescent,T-Junction,2,55W SOXE,Raising/Lowering,UnderGround,227229.156,305895.657
TALLAGHT-JOBSTOWN,Mac Uilliam Crescent,Opp,3,55W SOXE,Raising/Lowering,UnderGround,227231.106,305925.969
TALLAGHT-JOBSTOWN,Mac Uilliam Crescent,Opp,4,55W SOXE,Raising/Lowering,UnderGround,227242.357,305947.729
TALLAGHT-JOBSTOWN,Mac Uilliam Crescent,Opp,5,55W SOXE,Raising/Lowering,UnderGround,227259.319,305961.685
TALLAGHT-JOBSTOWN,Mac Uilliam Crescent,T-Junction,6,55W SOXE,Raising/Lowering,UnderGround,227277.921,305969.183
TALLAGHT-JOBSTOWN,Mac Uilliam Road,Front,1,55W SOXE,Octagonal,UnderGround,227135.665,305876.694
TALLAGHT-JOBSTOWN,Mac Uilliam Road,Front,2,55W SOXE,Octagonal,UnderGround,227161.818,305882.253
TALLAGHT-JOBSTOWN,Mac Uilliam Road,Front,3,55W SOXE,Octagonal,UnderGround,227198.442,305885.981
TALLAGHT-JOBSTOWN,Mac Uilliam Mews,Front,1,55W SOXE,Octagonal,UnderGround,227181.58,305794.202
TALLAGHT-JOBSTOWN,Mac Uilliam Mews,T-Junction,2,55W SOXE,Octagonal,UnderGround,227160.788,305819.12
TALLAGHT-JOBSTOWN,Mac Uilliam Mews,Front,3,55W SOXE,Octagonal,UnderGround,227167.599,305838.125
TALLAGHT-JOBSTOWN,Mac Uilliam Mews,Front,4,55W SOXE,Octagonal,UnderGround,227145.366,305845.119
TALLAGHT-JOBSTOWN,Mac Uilliam Court,Front,1,55W SOXE,Octagonal,UnderGround,227181.61,305958.798
TALLAGHT-JOBSTOWN,Mac Uilliam Court,Front,2,55W SOXE,Raising/Lowering,UnderGround,227184.121,305965.207
TALLAGHT-JOBSTOWN,Mac Uilliam Court,Front,3,55W SOXE,Octagonal,UnderGround,227151.727,305950.764
TALLAGHT-JOBSTOWN,Mac Uilliam Court,Opp,4,55W SOXE,Octagonal,UnderGround,227150.727,305924.27
TALLAGHT-JOBSTOWN,Mac Uilliam Court,Opp,5,55W SOXE,Octagonal,UnderGround,227150.597,305897.529
LUCAN-ESKER,Griffeen Glen Vale,Front,5,55W SOXE,Tubular Steel,UnderGround,233449.496,304255.307
LUCAN-ESKER,Rossberry Park,Front,1,55W SOXE,Octagonal,UnderGround,233013.407,304123.746
NEWCASTLE,Ballynakelly Green,Front,2,55W SOXE,Tubular Steel,UnderGround,228207.276,300629.877
NEWCASTLE,Ballynakelly Green,Front,3,55W SOXE,Tubular Steel,UnderGround,228207.006,300645.879
NEWCASTLE,Ballynakelly Green,T-Junction,4,55W SOXE,Raising/Lowering,UnderGround,228192.904,300662.425
NEWCASTLE,Ballynakelly Green,S/O,7,55W SOXE,Tubular Steel,UnderGround,228217.577,300775.254
NEWCASTLE,Ballynakelly Green,Front,8,55W SOXE,Tubular Steel,UnderGround,228191.814,300765.216
NEWCASTLE,Ballynakelly Green,Front,9,55W SOXE,Tubular Steel,UnderGround,228167.401,300754.37
NEWCASTLE,Ballynakelly Green,Front,10,55W SOXE,Tubular Steel,UnderGround,228146.789,300736.198
NEWCASTLE,Ballynakelly Green,Front,11,55W SOXE,Tubular Steel,UnderGround,228125.637,300714.497
NEWCASTLE,Ballynakelly View,Front,3,55W SOXE,Tubular Steel,UnderGround,228220.937,300790.827
NEWCASTLE,Lyons Street,S/O,1,55W SOXE,Tubular Steel,UnderGround,228266.683,300362.383
NEWCASTLE,Lyons Street,Front,3,55W SOXE,Tubular Steel,UnderGround,228276.844,300319.022
NEWCASTLE,Lyons Street,Front,4,55W SOXE,Tubular Steel,UnderGround,228282.714,300347.256
NEWCASTLE,Lyons Street,Front,5,55W SOXE,Tubular Steel,UnderGround,228297.396,300365.097
NEWCASTLE,Lyons Lane,Front,1,55W SOXE,Tubular Steel,UnderGround,228160.651,300249.331
NEWCASTLE,Ballynakelly Edge,Front,1,55W SOXE,Tubular Steel,UnderGround,228222.668,300426.935
NEWCASTLE,Ballynakelly Edge,Front,2,55W SOXE,Tubular Steel,UnderGround,228219.957,300408.879
NEWCASTLE,Ballynakelly Edge,Front,3,55W SOXE,Tubular Steel,UnderGround,228203.095,300396.234
NEWCASTLE,Ballynakelly Edge,Front,4,55W SOXE,Tubular Steel,UnderGround,228195.875,300366.433
NEWCASTLE,Ballynakelly Edge,S/O,8,55W SOXE,Tubular Steel,UnderGround,228240.12,300395.327
NEWCASTLE,Ballynakelly Edge,Front,9,55W SOXE,Tubular Steel,UnderGround,228251.861,300416.402
NEWCASTLE,Ballynakelly Court,S/O,1,55W SOXE,Tubular Steel,UnderGround,228212.726,300558.488
NEWCASTLE,Ballynakelly Court,S/O,3,55W SOXE,Tubular Steel,UnderGround,228205.806,300525.981
NEWCASTLE,Ballynakelly Court,Front,4,55W SOXE,Tubular Steel,UnderGround,228208.516,300539.22
NEWCASTLE,Ballynakelly Court,Front,5,55W SOXE,Tubular Steel,UnderGround,228228.078,300536.514
NEWCASTLE,Ballynakelly Green,Front,12,55W SOXE,Tubular Steel,UnderGround,228127.807,300686.024
NEWCASTLE,Ballynakelly Green,T-Junction,13,55W SOXE,Raising/Lowering,UnderGround,228163.071,300650.762
NEWCASTLE,Ballynakelly Green,Front,14,55W SOXE,Tubular Steel,UnderGround,228159.54,300613.059
NEWCASTLE,Ballynakelly Green,Front,15,55W SOXE,Tubular Steel,UnderGround,228188.834,300613.331
NEWCASTLE,Ballynakelly Green,T-Junction,16,55W SOXE,Raising/Lowering,UnderGround,228191.544,300634.488
NEWCASTLE,Aylmer Drive,Front,6,55W SOXE,Tubular Steel,UnderGround,228842.667,300507.216
NEWCASTLE,Aylmer Drive,Front,7,55W SOXE,Tubular Steel,UnderGround,228813.284,300500.197
NEWCASTLE,Aylmer Green,Front,2,55W SOXE,Tubular Steel,UnderGround,228786.841,300492.361
NEWCASTLE,Aylmer Grove,Opp,1,55W SOXE,Tubular Steel,UnderGround,228721.714,300467.558
LUCAN-St. HELENS,The Paddocks View,Front,11,55W SOXE,Octagonal,UnderGround,234251.446,302533.39
LUCAN-St. HELENS,The Paddocks View,Front,1,55W SOXE,Octagonal,UnderGround,234248.526,302497.378
LUCAN-St. HELENS,The Paddocks View,Front,2,55W SOXE,Octagonal,UnderGround,234252.907,302466.232
LUCAN-St. HELENS,The Paddocks View,Front,3,55W SOXE,Octagonal,UnderGround,234256.797,302438.006
LUCAN-St. HELENS,The paddocks Rise,Front,1,55W SOXE,Octagonal,UnderGround,234254.826,302415.704
LUCAN-St. HELENS,The paddocks Rise,Front,2,,Octagonal,UnderGround,234229.083,302410.839
LUCAN-St. HELENS,The paddocks Rise,Opp,3,55W SOXE,Octagonal,UnderGround,234214.083,302403.948
LUCAN-St. HELENS,The Paddocks Grove,Junction,3,55W SOXE,Octagonal,UnderGround,234228.814,302619.519
LUCAN-St. HELENS,The Paddocks Grove,Front,4,,Octagonal,UnderGround,234247.556,302559.422
LUCAN-St. HELENS,The Paddocks Grove,Front,5,55W SOXE,Octagonal,UnderGround,234242.685,302590.32
LUCAN-St. HELENS,The Paddocks Grove,Front,6,55W SOXE,Octagonal,UnderGround,234243.175,302616.113
LUCAN-St. HELENS,The Paddocks Grove,Front,7,55W SOXE,Octagonal,UnderGround,234233.924,302649.692
LUCAN-St. HELENS,The Paddocks Grove,Front,8,55W SOXE,Octagonal,UnderGround,234230.034,302677.431
LUCAN-St. HELENS,The Paddocks Grove,Front,9,55W SOXE,Octagonal,UnderGround,234227.844,302692.278
LUCAN-St. HELENS,The Paddocks Way,M-Road,3,55W SOXE,Octagonal,UnderGround,234221.963,302760.946
LUCAN-St. HELENS,The Paddocks Way,Opp,4,55W SOXE,Octagonal,UnderGround,234201.381,302760.723
LUCAN-St. HELENS,The Paddocks Drive,T-Junction,5,55W SOXE,Octagonal,UnderGround,234165.277,302587.07
TALLAGHT-KILTIPPER,Cushlawn Parade,Front,4,55W SOXE,Anti-Vandal,UnderGround,226124.091,308458.675
TALLAGHT-KILTIPPER,Cushlawn Parade,Front,5,55W SOXE,Anti-Vandal,UnderGround,226117.251,308442.475
TALLAGHT-KILTIPPER,Cushlawn Parade,Front,6,55W SOXE,Anti-Vandal,UnderGround,226129.762,308422.126
TALLAGHT-KILTIPPER,Cushlawn Parade,Opp,7,55W SOXE,Anti-Vandal,UnderGround,226138.143,308395.294
TALLAGHT-KILTIPPER,Cushlawn Place,Opp,4,55W SOXE,Anti-Vandal,UnderGround,226112.55,308366.887
TALLAGHT-KILTIPPER,Cushlawn Place,Front,5,55W SOXE,Anti-Vandal,UnderGround,226125.862,308375.564
TALLAGHT-KILTIPPER,Cushlawn Place,Front,6,55W SOXE,Anti-Vandal,UnderGround,226104.349,308378.847
CLONDALKIN-CAPPAGHMORE,Balgaddy Road,M-Road,,150W SON,Octagonal,UnderGround,233242.533,305308.127
TEMPLEOGUE-ORWELL,Cypress Drive,S/O,1,55W SOXE,ESB Wood,UnderGround,229175.995,312696.116
TEMPLEOGUE-ORWELL,Cypress Drive,Front,2,55W SOXE,ESB Steel 1,UnderGround,229170.814,312644.63
CLONDALKIN-DUNAWLEY,Cherrywood Villas,Footpath,3,55W SOXE,Raising/Lowering,UnderGround,231398.705,306128.813
CLONDALKIN-DUNAWLEY,Cherrywood Villas,Footpath,,55W SOXE,Raising/Lowering,UnderGround,231370.912,306148.551
CLONDALKIN-DUNAWLEY,Cherrywood Villas,Footpath,,55W SOXE,Raising/Lowering,UnderGround,231345.739,306169.106
CLONDALKIN-MOORFIELD,Crag Terrace,Cul-de-sac,7,100W SOND Selc Dimmable,Octagonal,UnderGround,232202.146,307383.692
TEMPLEOGUE VILLAGE,Springfield Park,S/O,1,45W COSMO,Octagonal,UnderGround,228896.703,313477.268
TEMPLEOGUE VILLAGE,Springfield Park,S/O,2,45W COSMO,Octagonal,UnderGround,228871.531,313460.317
TEMPLEOGUE VILLAGE,Springfield Park,Front,3,45W COSMO,Octagonal,UnderGround,228830.106,313381.999
TEMPLEOGUE VILLAGE,Springfield Park,Front,4,45W COSMO,Octagonal,UnderGround,228844.618,313406.299
TEMPLEOGUE VILLAGE,Springfield Park,Front,5,45W COSMO,Octagonal,UnderGround,228857.549,313427.101
TEMPLEOGUE VILLAGE,Springfield Drive,Front,1,45W COSMO,Octagonal,UnderGround,228856.499,313449.479
TEMPLEOGUE VILLAGE,Springfield Drive,Front,2,45W COSMO,Octagonal,UnderGround,228789.201,313497.196
